"id";"music";"countplay";"followers";"streams";"popularity";"dance";"energy";"loudness";"speechiness";"acousticness";"liveness";"time";"durationms";"valence"
"646";"Santa Claus Is Coming To Town";4;1251372;5801639;0;0.691;0.776;-4.177;0.0341;0.458;0.33;146.861;144080;0.961
"647";"Santa Baby";5;1324920;5687085;42;0.685;0.391;-7.183;0.0435;0.744;0.142;87.101;202547;0.443
"648";"It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)";5;336373;5422082;49;0.724;0.276;-12.25;0.0599;0.76;0.116;112.874;155933;0.718
"649";"Christmas (Baby Please Come Home)";6;1251372;5394054;45;0.325;0.759;-7.146;0.053;0.395;0.0773;126.627;166453;0.36
"650";"Step Into Christmas";4;7504724;5353591;43;0.526;0.925;-5.584;0.0363;0.102;0.305;140.308;272394;0.819
"651";"Show Out (with Skepta & Pop Smoke)";3;5002317;5209372;76;0.619;0.589;-6.531;0.124;0.43;0.378;143.896;174960;0.158
"652";"Investe Em Mim";11;1293055;5191001;72;0.632;0.953;-1.283;0.0325;0.317;0.125;160.061;186533;0.798
"653";"Lance Individual";1;15019109;5152906;72;0.752;0.62;-5.536;0.0509;0.309;0.075;117.399;164459;0.962
"654";"Jingle Bell Rock - Daryl's Version";3;1549216;10522305;43;0.666;0.841;-3.592;0.0312;0.613;0.113;128.706;126360;0.84
"655";"Thank God It's Christmas - Non-Album Single";1;NA;10509961;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"656";"Christmas Lights";3;31161671;10455065;53;0.295;0.496;-9.478;0.0327;0.207;0.858;132.062;268521;0.224
"657";"Have Yourself A Merry Little Christmas";3;17097317;9548924;46;0.438;0.178;-9.402;0.0414;0.957;0.316;75.248;170964;0.344
"658";"Santa's Coming for Us";1;20528724;9474711;49;0.547;0.814;-6.191;0.12;0.0215;0.0475;92.986;205267;0.724
"659";"My Only Wish (This Year)";2;9470311;9457199;43;0.669;0.843;-3.766;0.0268;0.169;0.195;147.08;255400;0.702
"660";"Baby. It's Cold Outside (feat. Meghan Trainor)";3;1298537;9270017;44;0.583;0.572;-4.776;0.0366;0.738;0.266;113.998;173560;0.684
"661";"Like It's Christmas";2;5436999;9167304;47;0.725;0.571;-6.007;0.102;0.0183;0.0519;146.035;200880;0.61
"662";"Christmas Without You";1;3916979;8813922;45;0.654;0.596;-4.68;0.0458;0.424;0.11;118.078;169245;0.382
"663";"You Make It Feel Like Christmas (feat. Blake Shelton)";1;4805333;8696354;44;0.635;0.87;-4.291;0.04;0.0156;0.118;93;156773;0.912
"664";"Gnat";1;46814751;8614955;70;0.835;0.869;-4.582;0.27;0.248;0.462;140.945;224656;0.82
"665";"Joy To The World";1;1251372;8387899;0;0.59;0.305;-12.955;0.032;0.894;0.14;102.103;86760;0.545
"666";"Santa Claus Is Coming to Town";1;4702232;8177832;44;0.594;0.389;-7.109;0.0517;0.785;0.0313;122.331;171093;0.396
"667";"Baby It's Cold Outside (duet with Michael Bublé)";1;353571;8160534;47;0.553;0.476;-8.869;0.0649;0.647;0.281;113.401;166147;0.558
"668";"‘tis the damn season";2;42227614;8115520;66;0.575;0.434;-8.193;0.0312;0.735;0.105;145.916;229840;0.348
"669";"I Saw Mommy Kissing Santa Claus";1;1151360;8064361;44;0.583;0.712;-8.222;0.0538;0.263;0.817;128.897;181267;0.614
"670";"Santa Baby (with Henri René & His Orchestra)";1;127251;8022773;41;0.7;0.139;-12.346;0.0607;0.902;0.185;84.485;206067;0.49
"671";"Carol of the Bells";1;1024868;7993078;51;0.418;0.106;-22.507;0.0448;0.994;0.179;46.718;85267;0.8
"672";"gold rush";2;42227614;7901968;70;0.512;0.462;-10.491;0.0408;0.83;0.121;112.05;185320;0.353
"673";"What Christmas Means To Me";1;1251372;7792643;0;0.545;0.7;-6.961;0.0323;0.0982;0.1;83.506;148147;0.799
"674";"The Christmas Song (Shawn Mendes & Camila Cabello)";1;33893352;7536851;42;0.341;0.181;-12.073;0.0366;0.888;0.137;83.608;196254;0.212
"675";"Baby. It's Cold Outside";1;1139096;7367482;44;0.469;0.196;-16.093;0.0571;0.882;0.0513;130.036;143733;0.537
"676";"Santa Claus Is Comin' to Town - Live at C.W. Post College. Greenvale. NY - December 1975";1;4224071;7363913;44;0.357;0.668;-8.444;0.0479;0.362;0.727;139.986;267600;0.407
"677";"One More Sleep";1;2877234;7350024;42;0.638;0.813;-3.849;0.0362;0.464;0.344;112.986;239587;0.754
"678";"Little Saint Nick - 1991 Remix";1;1251372;7301381;0;0.602;0.553;-9.336;0.0328;0.108;0.0512;130.594;118840;0.971
"679";"Naughty List (with Dixie)";1;8037861;7299201;51;0.619;0.771;-2.204;0.0601;0.0318;0.114;81.966;154747;0.704
"680";"I'll Be Home";1;10606572;7281773;45;0.542;0.37;-7.779;0.0257;0.318;0.108;84.796;219653;0.289
"681";"Rudolph The Red-Nosed Reindeer";1;1139096;7227612;41;0.478;0.201;-16.768;0.0332;0.919;0.0854;136.471;135760;0.857
"682";"Mistletoe And Holly - Remastered 1999";1;4953667;7225080;38;0.607;0.103;-14.405;0.0404;0.804;0.076;110.378;136427;0.341
"683";"Jingle Bells - Remastered 1999";1;4953667;7182262;36;0.512;0.339;-13.119;0.0498;0.727;0.0977;174.609;120693;0.951
"684";"Oh Santa! (feat. Ariana Grande & Jennifer Hudson)";1;6931357;7170169;47;0.648;0.938;-3.298;0.115;0.0339;0.0564;78.496;200467;0.849
"685";"Do You Hear What I Hear? - Remastered 2006";1;359973;7149158;44;0.566;0.246;-15.499;0.0276;0.813;0.195;101.529;165667;0.412
"686";"Hallelujah";1;3083825;6985392;60;0.364;0.378;-7.381;0.0331;0.47;0.339;89.918;268960;0.366
"687";"This Christmas";1;424935;6809438;42;0.634;0.645;-9.2;0.0376;0.292;0.246;93.047;231173;0.677
"688";"Winter Wonderland";1;659472;6680928;29;0.604;0.497;-6.676;0.0319;0.727;0.102;126.011;149307;0.72
"689";"Christmas Tree Farm";1;42227614;6657404;52;0.598;0.68;-4.505;0.0331;0.06;0.324;134.002;228027;0.437
"690";"Cozy Little Christmas";1;18936929;6652130;41;0.774;0.608;-6.264;0.128;0.128;0.0895;137.494;182521;0.56
"691";"Merry Christmas. Happy Holidays";1;1564750;6635128;41;0.643;0.939;-3.967;0.0463;0.104;0.881;104.999;255307;0.756
"692";"tolerate it";2;42227614;6635109;67;0.316;0.361;-10.381;0.0488;0.878;0.0797;74.952;245440;0.221
"693";"Please Come Home for Christmas - 2013 Remaster";1;6896776;6400108;44;0.612;0.289;-11.568;0.0421;0.599;0.0561;183.18;177440;0.466
"694";"My Kind Of Present";1;10606572;6278993;41;0.485;0.444;-6.232;0.195;0.373;0.0969;179.967;161013;0.777
"695";"happiness";1;42227614;16213589;65;0.559;0.334;-10.733;0.0376;0.87;0.114;122.079;315147;0.211
"696";"ivy";1;42227614;14519547;66;0.515;0.545;-9.277;0.0353;0.855;0.0921;88.856;260440;0.535
"697";"dorothea";1;42227614;14392788;64;0.605;0.488;-8.322;0.0264;0.696;0.129;119.966;225880;0.354
"698";"coney island (feat. The National)";1;42227614;14385703;64;0.537;0.537;-11.266;0.0617;0.819;0.142;107.895;275320;0.292
"699";"evermore (feat. Bon Iver)";1;42227614;13810722;66;0.39;0.27;-10.673;0.0308;0.937;0.111;125.177;304107;0.32
"700";"long story short";1;42227614;13583538;66;0.546;0.73;-7.704;0.0417;0.66;0.0972;157.895;215920;0.573
"701";"cowboy like me";1;42227614;12782098;64;0.604;0.517;-9.014;0.0347;0.768;0.123;127.967;275040;0.511
"702";"marjorie";1;42227614;12234761;64;0.535;0.561;-11.609;0.0484;0.876;0.115;96.103;257773;0.287
"703";"closure";1;42227614;11245393;62;0.689;0.704;-10.813;0.245;0.835;0.134;151.884;180653;0.92
"704";"She Knows This";1;5002317;10561183;64;0.39;0.724;-7.607;0.0889;0.162;0.393;165.945;216560;0.312
"705";"Another Day";1;5002317;8901697;63;0.646;0.758;-7.75;0.0708;0.556;0.335;172.995;199787;0.0642
"706";"Solo Dolo. Pt. III";1;5002317;7655623;61;0.589;0.727;-6.907;0.0866;0.239;0.164;152.058;242267;0.52
"707";"Dive";1;5002317;7524738;60;0.64;0.621;-8.269;0.0679;0.67;0.36;123.105;148707;0.332
"708";"Heaven On Earth";1;5002317;7117347;59;0.786;0.61;-6.736;0.0558;0.379;0.0765;130.036;201093;0.228
"709";"Sad People";1;5002317;6865689;62;0.636;0.647;-6.971;0.0381;0.247;0.113;158.073;176027;0.416
"710";"Damaged";1;5002317;6763705;57;0.625;0.581;-7.1;0.0316;0.553;0.254;142.04;150853;0.267
"711";"YO VISTO ASÍ";3;36177712;6388079;73;0.688;0.881;-4.889;0.0474;0.0947;0.0804;123.013;191526;0.677
"712";"Beautiful Trip";1;5002317;6108393;54;0.331;0.513;-15.392;0.632;0.972;0.882;133.971;37013;0.42
"713";"The Void";1;5002317;6068816;61;0.464;0.459;-8.736;0.0314;0.365;0.117;142.017;325413;0.0786
"714";"cardigan";12;42227614;5845457;79;0.613;0.581;-8.588;0.0424;0.537;0.25;130.033;239560;0.551
"715";"Real Shit (with benny blanco)";1;19102888;9325928;70;0.703;0.703;-4.672;0.133;0.605;0.12;76.017;183783;0.697
"716";"Teach Me How To Love";1;33893352;7932101;68;0.592;0.885;-4.944;0.0807;0.0505;0.0843;98.991;202357;0.731
"717";"Blinding Lights (with ROSALÍA) - Remix";1;35340069;6653913;64;0.49;0.694;-5.793;0.0618;0.0133;0.0946;170.903;216123;0.249
"718";"WHATS POPPIN (feat. DaBaby. Tory Lanez & Lil Wayne) - Remix";24;3828418;6567755;80;0.904;0.723;-5.224;0.26;0.0631;0.185;145.013;227478;0.835
"719";"TE DESEO LO MEJOR";2;36177712;6204228;70;0.763;0.597;-5.054;0.0416;0.158;0.111;126.054;139576;0.194
"720";"Errbody";1;7816213;5929516;68;0.887;0.606;-6.572;0.324;0.000407;0.151;139.995;210699;0.272
"721";"Angels Like You";2;15778531;5884221;77;0.672;0.642;-4.035;0.0313;0.0981;0.1;121.981;196453;0.494
"722";"Blue & Grey";3;37151476;5698275;77;0.547;0.605;-6.755;0.0415;0.42;0.125;121.953;254950;0.364
"723";"Mad at Disney";14;133998;5436450;76;0.738;0.621;-7.313;0.0486;0.424;0.692;113.968;136839;0.715
"724";"Safaera";39;36177712;5390363;79;0.607;0.829;-4.074;0.379;0.0103;0.107;96.172;295177;0.685
"725";"LA DROGA";2;36177712;5375449;70;0.643;0.727;-5.506;0.0389;0.0439;0.123;90.019;162299;0.295
"726";"GO (feat. Juice WRLD)";17;2238190;5370330;78;0.487;0.74;-4.973;0.0944;0.157;0.612;73.779;181688;0.522
"727";"Jenny (I Wanna Ruin Our Friendship)";2;181236;5364223;72;0.668;0.798;-5.701;0.0334;0.00305;0.277;133.928;215280;0.575
"728";"Mood (Remix) feat. Justin Bieber. J Balvin & iann dior";5;1276406;5314734;77;0.721;0.745;-3.508;0.0366;0.151;0.372;90.988;192745;0.699
"729";"HOY COBRÉ";1;36177712;12914431;70;0.86;0.725;-6.7;0.249;0.0464;0.0994;145.001;162151;0.375
"730";"MALDITA POBREZA";1;36177712;12660806;67;0.762;0.861;-4.075;0.0652;0.139;0.0956;133.037;213609;0.588
"731";"EL MUNDO ES MÍO";1;36177712;12507010;67;0.716;0.522;-6.834;0.0582;0.166;0.113;76.993;165199;0.224
"732";"ANTES QUE SE ACABE";1;36177712;11298839;76;0.693;0.549;-6.098;0.0577;0.505;0.324;139.988;221187;0.473
"733";"SORRY PAPI";1;36177712;11066606;70;0.612;0.561;-6.054;0.0851;0.0601;0.145;191.911;163053;0.393
"734";"120";1;36177712;10957181;72;0.636;0.656;-5.542;0.0676;0.451;0.287;171.918;151506;0.439
"735";"TRELLAS";1;36177712;10733416;66;0.43;0.412;-5.372;0.0281;0.2;0.324;90.872;157673;0.0508
"736";"Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version";2;3609658;9624871;51;0.774;0.511;-8.914;0.0319;0.322;0.0672;94.736;227653;0.771
"737";"Fly To My Room";2;37151476;8413330;76;0.764;0.526;-7.355;0.212;0.0484;0.0718;114.91;222243;0.588
"738";"Telepathy";2;37151476;7703744;77;0.787;0.669;-4.333;0.0428;0.00782;0.123;104.994;202313;0.57
"739";"Dis-ease";2;37151476;7165808;75;0.731;0.845;-5.352;0.132;0.0132;0.0782;101.085;239722;0.484
"740";"Stay";2;37151476;7010227;76;0.582;0.693;-5.048;0.0465;0.114;0.13;125.904;204800;0.341
"741";"Heart Of Glass (Live from the iHeart Festival)";5;15778531;6006877;71;0.58;0.908;-5.303;0.0341;0.000335;0.087;115.016;213672;0.427
"742";"CANTARES DE NAVIDAD";1;36177712;5842320;56;0.764;0.523;-7.371;0.0406;0.777;0.352;118.671;199720;0.962
"743";"Plastic Hearts";1;15778531;5816739;74;0.551;0.756;-4.948;0.0652;0.0511;0.0765;175.984;205733;0.618
"744";"CÓMO SE SIENTE - Remix";24;2435159;5463964;81;0.807;0.606;-8.871;0.088;0.0946;0.119;92.988;227520;0.304
"745";"Skit";1;37151476;8392247;60;0.703;0.321;-13.135;0.884;0.864;0.908;114.822;179548;0.544
"746";"Baby (with J Balvin)";1;4430628;7276896;69;0.755;0.882;-1.957;0.0532;0.125;0.103;99.984;193555;0.606
"747";"Tick Tock (feat. 24kGoldn)";11;4431309;6241923;78;0.779;0.705;-3.895;0.0344;0.369;0.124;101.022;178374;0.946
"748";"Dime Cómo Quieres";1;8123757;6152821;75;0.839;0.667;-3.961;0.031;0.322;0.244;124.889;171360;0.878
"749";"Tik Tok (feat. Marracash & Guè Pequeno)";1;4430628;5504912;59;0.723;0.673;-7.636;0.137;0.0985;0.323;120.046;230389;0.302
"750";"Jerusalema (feat. Nomcebo Zikode)";12;247480;5362508;78;0.88;0.483;-7.012;0.0505;0.0185;0.0607;124.009;342613;0.827
"751";"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie";20;NA;5358940;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"752";"Abracadabra (feat. Future)";1;4430628;5263469;55;0.846;0.681;-7.091;0.174;0.0461;0.112;131.988;192965;0.809
"753";"Djadja (feat. Maluma) - Remix";22;2953525;5203423;72;0.791;0.682;-7.328;0.158;0.175;0.0926;98.031;166851;0.672
"754";"ALWAYS DO";3;2238190;5196635;76;0.762;0.426;-6.865;0.113;0.0442;0.0858;167.827;151705;0.582
"755";"Smile (with The Weeknd)";16;19102888;5164187;75;0.694;0.685;-6.535;0.133;0.224;0.124;158.831;196180;0.306
"756";"Pretty Savage";8;23848461;5039047;75;0.701;0.556;-7.42;0.0414;0.00886;0.106;152.045;201122;0.333
"757";"Savage Love (Laxed – Siren Beat) [BTS Remix]";7;100635;4995203;76;0.758;0.598;-5.695;0.0868;0.16;0.295;149.836;184905;0.658
"758";"Mirrors";1;11034144;4988571;78;0.574;0.512;-6.664;0.0503;0.234;0.0946;76.899;484147;0.512
"759";"Hollywood (feat. Diplo)";1;4430628;4920218;63;0.848;0.708;-6.336;0.0366;0.153;0.0948;137.973;191869;0.926
"760";"Runnin";8;9949044;4914682;78;0.819;0.626;-4.574;0.202;0.00748;0.167;143.01;195906;0.415
"761";"Are You Bored Yet? (feat. Clairo)";23;1963296;4911995;81;0.682;0.683;-6.444;0.0287;0.156;0.273;120.023;178000;0.64
"762";"10.000 Hours (with Justin Bieber)";44;2334615;4911749;83;0.654;0.63;-4.644;0.0259;0.153;0.111;89.991;167693;0.43
"763";"You Got It";11;260236;4907925;79;0.762;0.433;-8.937;0.187;0.143;0.118;122.074;203145;0.394
"764";"Quiéreme Mientras Se Pueda";14;7909963;4899440;74;0.793;0.782;-3.945;0.0582;0.447;0.124;143.86;191945;0.81
"765";"Party Girl";28;150587;4878286;77;0.728;0.431;-9.966;0.0622;0.749;0.0996;130.022;147800;0.629
"766";"Drankin N Smokin";1;10491105;7292247;78;0.752;0.658;-6.297;0.342;0.0421;0.0927;151.951;213520;0.387
"767";"Be Like That - feat. Swae Lee & Khalid";19;3509653;5929062;79;0.727;0.626;-8.415;0.0726;0.0469;0.126;86.97;191406;0.322
"768";"MORE";3;1245965;5602168;73;0.66;0.787;-4.592;0.032;0.00257;0.323;142.018;217088;0.199
"769";"Enchule";5;6096559;5561227;70;0.763;0.666;-3.316;0.194;0.153;0.301;90.086;185719;0.587
"770";"Stripes Like Burberry";1;10491105;5445204;56;0.758;0.574;-7.833;0.217;0.216;0.144;144.081;274313;0.706
"771";"Papi Chulo";4;213344;5361669;73;0.866;0.563;-6.964;0.108;0.185;0.0889;127.954;161668;0.307
"772";"off the table (with The Weeknd)";3;67208170;5308945;67;0.411;0.522;-7.295;0.0981;0.519;0.398;88.332;239949;0.382
"773";"Spicy (feat. Post Malone)";4;3866304;5303146;80;0.782;0.51;-5.724;0.0419;0.143;0.115;99.993;143375;0.118
"774";"Sweet Melody";3;9398941;5201322;73;0.448;0.824;-4.249;0.057;0.0739;0.113;119.965;213693;0.419
"775";"Blueberry Eyes (feat. SUGA of BTS)";4;689627;5158896;72;0.746;0.611;-7.034;0.101;0.454;0.133;149.967;172245;0.411
"776";"That’s It";1;10491105;5151014;64;0.94;0.532;-5.998;0.358;0.12;0.0925;123.043;228796;0.599
"777";"Promiscuous";4;2688557;5083648;82;0.808;0.97;-6.098;0.0506;0.0569;0.154;114.328;242293;0.868
"778";"GREECE (feat. Drake)";18;6281829;5043665;77;0.695;0.343;-10.798;0.0432;0.0743;0.107;85.84;218902;0.229
"779";"just like magic";3;67208170;4980571;69;0.719;0.607;-5.156;0.165;0.08;0.125;128.006;149900;0.464
"780";"Still Don't Know My Name";15;1685215;4926802;80;0.316;0.63;-5.963;0.117;0.471;0.205;89.643;153294;0.313
"781";"Hasta Que Dios Diga";25;18306226;4899099;76;0.691;0.765;-4.727;0.111;0.464;0.203;174.021;246000;0.855
"782";"Get You The Moon (feat. Snøw)";46;661863;4872409;82;0.498;0.235;-16.541;0.188;0.72;0.144;118.917;179080;0.0895
"783";"Moonwalking in Calabasas (feat. Blueface) - Remix";4;486194;4863053;74;0.928;0.341;-10.196;0.103;0.0614;0.162;129.966;170233;0.745
"784";"Forever After All";4;5371000;4746415;80;0.487;0.65;-5.195;0.0253;0.191;0.0933;151.964;232533;0.456
"785";"Lean (feat. Towy. Osquel. Beltito & Sammy & Falsetto)";14;NA;4739241;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"786";"SLOW DANCING IN THE DARK";15;4759367;4732343;82;0.515;0.479;-7.458;0.0261;0.544;0.191;88.964;209274;0.284
"787";"Don Don";10;23936368;4731423;69;0.838;0.819;-4.681;0.211;0.285;0.224;105.027;275893;0.656
"788";"my future";12;47061119;4721082;80;0.456;0.285;-10.755;0.0979;0.814;0.307;104.89;210005;0.0809
"789";"Nada";4;3152313;4713873;76;0.684;0.808;-2.737;0.061;0.0518;0.0858;173.905;174027;0.712
"790";"safety net (feat. Ty Dolla $ign)";2;67208170;5798744;70;0.552;0.599;-5.75;0.0404;0.0703;0.0986;161.884;208457;0.0916
"791";"shut up";2;67208170;5282490;63;0.499;0.462;-5.308;0.0312;0.801;0.0946;127.698;157710;0.599
"792";"nasty";2;67208170;5249342;69;0.772;0.506;-6.558;0.139;0.0814;0.182;127.894;200733;0.456
"793";"TRAGIC (feat. Youngboy Never Broke Again & Internet Money)";1;2238190;5226940;76;0.779;0.642;-6.321;0.116;0.0383;0.2;82.363;153147;0.388
"794";"Ayer Me Llamó Mi Ex (feat. Lenny Santos)";12;3198705;5220504;71;0.752;0.716;-5.2;0.0325;0.254;0.243;117.007;206760;0.553
"795";"Madrid (feat. Myke Towers)";11;26784251;5064484;73;0.764;0.741;-3.617;0.101;0.239;0.107;170.081;198570;0.802
"796";"Caramelo - Remix";12;29238936;5033798;72;0.754;0.796;-3.743;0.139;0.062;0.204;168.045;233160;0.62
"797";"Mr. Right Now (feat. Drake)";6;9949044;4951481;75;0.647;0.667;-5.563;0.304;0.231;0.133;172.08;193839;0.704
"798";"Got It On Me";19;6852509;4924030;78;0.688;0.647;-7.258;0.19;0.00815;0.095;88.834;164580;0.195
"799";"my hair";2;67208170;4896521;66;0.686;0.526;-6.842;0.0374;0.0815;0.144;92.013;158436;0.372
"800";"obvious";2;67208170;4865084;65;0.624;0.672;-5.334;0.106;0.0967;0.155;159.852;146959;0.26
"801";"Beautiful People (feat. Khalid)";45;83337783;4813796;79;0.64;0.648;-8.113;0.187;0.124;0.0802;92.977;197867;0.548
"802";"Favorito";32;10580764;4787127;73;0.611;0.851;-2.982;0.0598;0.229;0.232;178.032;211613;0.823
"803";"After Party";30;1606884;4784580;80;0.629;0.692;-8.045;0.0376;0.00981;0.603;162.948;167916;0.453
"804";"Rojo";37;1251372;4773792;0;0.652;0.595;-4.04;0.117;0.15;0.0836;172.277;151147;0.421
"805";"six thirty";1;67208170;10941573;63;0.739;0.516;-7.154;0.0539;0.67;0.151;120.109;183874;0.434
"806";"love language";1;67208170;9399230;62;0.688;0.573;-5.03;0.208;0.0686;0.0749;110.034;179861;0.553
"807";"west side";1;67208170;9397167;62;0.688;0.455;-8.632;0.199;0.186;0.0794;87.865;132279;0.557
"808";"Thriller";1;19345579;5605234;68;0.764;0.887;-3.726;0.0744;0.0816;0.847;118.427;358053;0.72
"809";"Dancing With A Stranger (with Normani)";26;17097317;5229835;78;0.741;0.52;-7.513;0.0656;0.45;0.222;102.998;171030;0.347
"810";"Angeklagt";2;1683006;5226264;60;0.658;0.624;-9.155;0.0915;0.171;0.116;181.942;168991;0.314
"811";"Kids Again";1;17097317;5103194;62;0.666;0.726;-2.998;0.0262;0.486;0.0892;128.044;207528;0.468
"812";"Highway to Hell";1;20110171;5096618;83;0.574;0.913;-4.793;0.133;0.061;0.156;115.728;208400;0.423
"813";"Me Gusta (with Cardi B & Myke Towers)";7;10741972;4914412;72;0.91;0.604;-4.392;0.082;0.448;0.0863;110.075;180788;0.807
"814";"24 (feat. Lil Baby)";8;345027;4904772;74;0.868;0.638;-7.746;0.0736;0.146;0.0931;126.03;182857;0.459
"815";"Relación";27;8766508;4825749;80;0.793;0.771;-3.417;0.0959;0.0337;0.284;171.943;247308;0.835
"816";"FRANCHISE (feat. Young Thug & M.I.A.)";6;17732077;4821213;74;0.835;0.699;-5.405;0.277;0.00671;0.195;154.981;202795;0.547
"817";"Bet You Wanna (feat. Cardi B)";4;23848461;6846771;67;0.653;0.662;-6.168;0.162;0.00465;0.0626;111.712;161168;0.674
"818";"Wolves (feat. Post Malone)";8;8673345;5547002;79;0.724;0.675;-5.267;0.0867;0.0978;0.351;160.048;199758;0.325
"819";"thank u. next";27;67208170;5079328;82;0.717;0.653;-5.634;0.0658;0.229;0.101;106.966;207320;0.412
"820";"MAMACITA";28;5966748;5016343;74;0.894;0.635;-6.929;0.0473;0.193;0.0823;105.013;249143;0.428
"821";"Fake";2;4442273;5010179;73;0.703;0.657;-5.363;0.0783;0.139;0.093;82.96;146375;0.455
"822";"OK Not To Be OK";7;1251372;4980744;0;0.743;0.837;-5.025;0.0649;0.0172;0.0743;103.072;159863;0.263
"823";"THE SCOTTS";27;179193;4941592;79;0.716;0.537;-7.648;0.0514;0.233;0.157;129.979;165978;0.28
"824";"Mamichula - con Nicki Nicole";14;2172969;4817969;75;0.696;0.678;-5.893;0.0735;0.582;0.134;91.985;219202;0.346
"825";"Let Her Go";14;2819406;4765198;75;0.479;0.545;-7.346;0.0688;0.365;0.0963;74.897;252733;0.243
"826";"Play Date";27;10925614;4745568;80;0.68;0.729;-5.077;0.0475;0.612;0.224;123.97;179867;0.446
"827";"Lose Somebody";23;7593792;4709053;75;0.58;0.586;-6.883;0.0357;0.344;0.0755;147.988;199549;0.507
"828";"Someone Like You";1;28335338;4703672;77;0.556;0.319;-8.251;0.0281;0.893;0.0996;135.187;285240;0.294
"829";"It's You";34;1758300;4674658;81;0.732;0.463;-6.972;0.0287;0.374;0.194;95.971;212607;0.397
"830";"Stunnin' (feat. Harm Franklin)";18;68875;5183246;68;0.885;0.685;-6.429;0.0627;0.33;0.148;99.954;144000;0.937
"831";"Love To Hate Me";3;23848461;5125708;69;0.686;0.64;-5.491;0.159;0.0334;0.0801;162.225;171798;0.597
"832";"Hate The Way (feat. blackbear)";1;4894656;5116071;68;0.569;0.865;-3.844;0.266;0.0673;0.312;82.011;214363;0.361
"833";"Bande organisée";9;249910;5112572;72;0.901;0.939;-2.762;0.274;0.117;0.0643;142.948;356347;0.805
"834";"Crazy Over You";3;23848461;5056387;68;0.804;0.633;-6.186;0.0612;0.0371;0.102;115.002;163946;0.67
"835";"Baby. I'm Jealous (feat. Doja Cat)";2;6569150;4870203;69;0.737;0.867;-2.259;0.0458;0.0398;0.32;98.05;175873;0.506
"836";"TKN (feat. Travis Scott)";21;4769627;4752289;75;0.776;0.509;-6.266;0.467;0.192;0.115;94.634;129371;0.485
"837";"El Mismo Aire - con Pablo Alborán";15;10580764;4705484;75;0.483;0.492;-6.591;0.295;0.603;0.323;144.511;188213;0.66
"838";"Yo Perreo Sola";34;36177712;4680447;78;0.86;0.758;-5.16;0.0695;0.021;0.344;97.014;172127;0.453
"839";"Let Me Love You Like A Woman";1;13697048;4665053;67;0.303;0.249;-11.715;0.111;0.97;0.117;66.932;200661;0.131
"840";"DOLLAZ ON MY HEAD (feat. Young Thug)";22;3337982;4652712;76;0.825;0.458;-7.47;0.0577;0.114;0.102;145.115;197760;0.161
"841";"Elegí (feat. Dímelo Flow)";29;6096559;4607003;75;0.824;0.631;-2.791;0.0809;0.237;0.0531;171.965;197721;0.678
"842";"July";34;891555;4598766;81;0.708;0.186;-8.953;0.042;0.868;0.0779;72.541;156106;0.322
"843";"Bruises";38;8388838;4560503;80;0.736;0.308;-7.83;0.0677;0.946;0.186;111.202;220492;0.361
"844";"You Never Know";2;23848461;5304382;54;0.535;0.434;-5.768;0.0505;0.405;0.253;144.497;229236;0.271
"845";"Supalonely";32;638337;5089970;77;0.863;0.631;-4.689;0.0534;0.305;0.123;128.977;223480;0.817
"846";"Glock In My Lap";2;9949044;4947593;69;0.847;0.733;-6.439;0.16;0.00574;0.151;130.029;193591;0.202
"847";"Better";4;16655692;4933462;68;0.637;0.418;-7.137;0.301;0.353;0.131;84.295;174517;0.0807
"848";"forget me too (feat. Halsey)";3;3868320;4751756;78;0.654;0.875;-4.845;0.0744;0.000417;0.194;99.975;171621;0.522
"849";"Oh Juliana";12;352402;4751064;66;0.799;0.568;-3.089;0.25;0.387;0.0892;129.63;153078;0.963
"850";"PORFA Remix ( Feat. Maluma. Nicky Jam. Sech) - Remix";16;613348;4727923;70;0.793;0.737;-4.731;0.0785;0.0765;0.0747;167.969;333800;0.697
"851";"No Guidance (feat. Drake)";17;14073083;4641393;80;0.696;0.454;-6.756;0.153;0.123;0.155;92.928;260640;0.136
"852";"Rich Nigga Shit (feat. Young Thug)";1;9949044;9129562;73;0.825;0.733;-5.625;0.0969;0.349;0.112;97.974;190331;0.62
"853";"Many Men";1;9949044;8675173;65;0.635;0.793;-4.333;0.0322;0.000647;0.113;77.594;201856;0.281
"854";"Slidin";1;9949044;8243488;64;0.774;0.706;-6.494;0.355;0.00163;0.104;152.891;185037;0.382
"855";"Outta Time (feat. Drake)";1;5019909;7762934;68;0.714;0.582;-7.272;0.0808;0.0129;0.0774;92.819;198822;0.338
"856";"My Dawg";1;9949044;6029118;60;0.831;0.532;-5.319;0.301;0.0652;0.464;140.105;181716;0.364
"857";"Snitches & Rats (feat. Young Nudy)";1;9949044;5846760;57;0.821;0.671;-5.893;0.18;0.00843;0.0972;145.953;187773;0.494
"858";"Brand New Draco";1;9949044;5841110;63;0.697;0.709;-6.642;0.298;0.041;0.0886;155.023;202420;0.439
